strain,fluorescence,intensity,stress
empty,yfp,1032.9651,10mM
empty,yfp,2041.6405,10mM
empty,yfp,861.3415,10mM
empty,yfp,1277.5842,10mM
empty,yfp,1863.5023,10mM
empty,yfp,948.94794,10mM
empty,yfp,1147.6355,10mM
empty,yfp,852.54346,10mM
empty,yfp,1032.4369,10mM
empty,yfp,1184.9626,10mM
empty,yfp,1045.4553,10mM
empty,yfp,2021.6162,10mM
empty,yfp,1263.13,10mM
empty,yfp,1144.6881,10mM
empty,yfp,1104.8835,10mM
empty,yfp,1578.2858,10mM
empty,yfp,862.6532,10mM
empty,yfp,953.8333,10mM
empty,yfp,2248.7068,10mM
empty,yfp,1874.896,10mM
empty,yfp,1956.5703,10mM
empty,yfp,839.1111,10mM
empty,yfp,1810.5,10mM
empty,yfp,767.64545,10mM
empty,yfp,1304.8794,10mM
empty,yfp,1264.6567,10mM
empty,yfp,1839.4257,10mM
empty,yfp,1508.4796,10mM
empty,yfp,1546.7458,10mM
empty,yfp,761.8276,10mM
empty,yfp,1061.4419,10mM
empty,yfp,1158.8966,10mM
empty,yfp,1670.5682,10mM
empty,yfp,755.9468,10mM
empty,yfp,1334.0775,10mM
empty,yfp,1460.2727,10mM
empty,yfp,1257.2053,10mM
empty,yfp,1716.1022,10mM
empty,yfp,1936.7073,10mM
empty,yfp,1185.7008,10mM
empty,yfp,642.9748,10mM
empty,yfp,1496.279,10mM
empty,yfp,1008.6508,10mM
empty,yfp,1475.4777,10mM
empty,yfp,1484.2263,10mM
empty,yfp,1163.1063,10mM
empty,yfp,1505.0687,10mM
empty,yfp,1211.8788,10mM
empty,yfp,1245.1583,10mM
empty,yfp,1056.6979,10mM
empty,yfp,1573.8286,10mM
empty,yfp,1009.4662,10mM
empty,yfp,775.3083,10mM
empty,yfp,1372.5319,10mM
empty,yfp,1952.9774,10mM
empty,yfp,755.88464,10mM
empty,yfp,1626.3264,10mM
empty,yfp,881.85077,10mM
empty,yfp,1146.4508,10mM
empty,yfp,1064.8667,10mM
empty,yfp,755.7099,10mM
empty,yfp,1091.9291,10mM
empty,yfp,1546.8245,10mM
empty,yfp,724.54767,10mM
empty,yfp,830.24475,10mM
empty,yfp,1464.1824,10mM
empty,yfp,897.947,10mM
empty,yfp,1629.2797,10mM
empty,yfp,993.8052,10mM
empty,yfp,1117.6028,10mM
empty,yfp,1117.2721,10mM
empty,yfp,974.05066,10mM
empty,yfp,832.5714,10mM
empty,yfp,1543.0073,10mM
empty,yfp,1605.1776,10mM
empty,yfp,661.5486,10mM
empty,yfp,998.15106,10mM
empty,yfp,932.7832,10mM
empty,yfp,1282,10mM
empty,yfp,1370.6052,10mM
empty,yfp,1991.9104,10mM
empty,yfp,720.66565,10mM
empty,yfp,1402.5918,10mM
empty,yfp,1053.4633,10mM
empty,yfp,2034.6993,10mM
empty,yfp,1638.4933,10mM
empty,yfp,1237.8657,10mM
empty,yfp,867.8392,10mM
empty,yfp,955.3684,10mM
empty,yfp,1301.4497,10mM
empty,yfp,605.73376,10mM
empty,yfp,1230.0486,10mM
empty,yfp,1128.669,10mM
empty,yfp,990.26575,10mM
empty,yfp,2371.6787,10mM
empty,yfp,857.2292,10mM
empty,yfp,2322.8904,10mM
empty,yfp,945.1905,10mM
empty,yfp,971.62024,10mM
empty,yfp,1912.3438,10mM
empty,yfp,1069.5541,10mM
empty,yfp,1574.7812,10mM
empty,yfp,1034.7516,10mM
empty,yfp,1729.7612,10mM
empty,yfp,1436.0392,10mM
empty,yfp,1376.8934,10mM
empty,yfp,1099.5063,10mM
empty,yfp,1812.7902,10mM
empty,yfp,2336.3162,10mM
empty,yfp,1170.6241,10mM
empty,yfp,900.73126,10mM
empty,yfp,843.2237,10mM
empty,yfp,871.2162,10mM
empty,yfp,915.092,10mM
empty,yfp,1825.3933,10mM
empty,yfp,1578.8248,10mM
empty,yfp,959.8328,10mM
empty,yfp,721.4177,10mM
empty,yfp,932.77466,10mM
empty,yfp,990.51495,10mM
empty,yfp,2010.2222,10mM
empty,yfp,753.9627,10mM
empty,yfp,1755.7819,10mM
empty,yfp,1123.1202,10mM
empty,yfp,942.00665,10mM
empty,yfp,1772.7216,10mM
empty,yfp,1505.1892,10mM
empty,yfp,1097.9075,10mM
empty,yfp,1511.6957,10mM
empty,yfp,870.41724,10mM
empty,yfp,1299.0454,10mM
empty,yfp,860.3931,10mM
empty,yfp,1170.75,10mM
empty,yfp,1446.1733,10mM
empty,yfp,1269.3867,10mM
empty,yfp,1258.1301,10mM
empty,yfp,998.2828,10mM
empty,yfp,1300.674,10mM
empty,yfp,1461.1631,10mM
empty,yfp,755.0549,10mM
empty,yfp,933.8402,10mM
empty,yfp,1034.9379,10mM
empty,yfp,1483.6,10mM
empty,yfp,894.8563,10mM
empty,yfp,989.0172,10mM
empty,yfp,724.90625,10mM
empty,yfp,1631.2084,10mM
empty,yfp,820.2438,10mM
empty,yfp,1358.6072,10mM
empty,yfp,1094.4893,10mM
empty,yfp,1761.2097,10mM
empty,yfp,857.40607,10mM
empty,yfp,650.9101,10mM
empty,yfp,1026.3846,10mM
empty,yfp,1760.0328,10mM
empty,yfp,802.29376,10mM
empty,yfp,860.7891,10mM
empty,yfp,1055.0298,10mM
empty,yfp,771.13745,10mM
empty,yfp,1122.1792,10mM
empty,yfp,1838.5914,10mM
empty,yfp,1124.7688,10mM
empty,yfp,985.8117,10mM
empty,yfp,701.0059,10mM
empty,yfp,1231.9584,10mM
empty,yfp,1024.2749,10mM
empty,yfp,1054.484,10mM
empty,yfp,945.8528,10mM
empty,yfp,616.164,10mM
empty,yfp,1202.2395,10mM
empty,yfp,1231.691,10mM
empty,yfp,692.6554,10mM
empty,yfp,931.5714,10mM
empty,yfp,987.8736,10mM
empty,yfp,824.3509,10mM
empty,yfp,558.87933,10mM
empty,yfp,827.98755,10mM
empty,yfp,994.4076,10mM
empty,yfp,985.39154,10mM
empty,yfp,887.9734,10mM
empty,yfp,2082.7815,10mM
empty,yfp,1085.3588,10mM
empty,yfp,852.59784,10mM
empty,yfp,972.5798,10mM
empty,yfp,846.77515,10mM
empty,yfp,1696.4857,10mM
empty,yfp,972.2235,10mM
empty,yfp,710.67444,10mM
empty,yfp,861.9375,10mM
empty,yfp,1336.758,10mM
empty,yfp,703.1429,10mM
empty,yfp,1175.3738,10mM
empty,yfp,1770.183,10mM
empty,yfp,889.44507,10mM
empty,yfp,1731.2147,10mM
empty,yfp,2200.4214,10mM
empty,yfp,908.5181,10mM
empty,yfp,941.33704,10mM
empty,yfp,1415.3552,10mM
empty,yfp,1112.7283,10mM
empty,yfp,959.0714,10mM
empty,yfp,1119.1492,10mM
empty,yfp,776.2656,10mM
empty,yfp,936.0958,10mM
empty,yfp,976.8248,10mM
empty,yfp,1142.0406,10mM
empty,yfp,2185.3208,10mM
empty,yfp,1237.3492,10mM
empty,yfp,864.7988,10mM
empty,yfp,920.65466,10mM
empty,yfp,1041.8103,10mM
empty,yfp,1188.7733,10mM
empty,yfp,1248.7572,10mM
empty,yfp,1350.1129,10mM
empty,yfp,960.3579,10mM
empty,yfp,957.2123,10mM
empty,yfp,993.1042,10mM
empty,yfp,2296.1604,10mM
empty,yfp,849.2625,10mM
empty,yfp,950.17145,10mM
empty,yfp,1875.2023,10mM
empty,yfp,1428.1058,10mM
empty,yfp,932.4947,10mM
empty,yfp,847.5746,10mM
empty,yfp,1071.858,10mM
empty,yfp,980.2515,10mM
empty,yfp,1303.8457,10mM
empty,yfp,1085.3641,10mM
empty,yfp,894.8216,10mM
empty,yfp,895.00555,10mM
empty,yfp,1247.2172,10mM
empty,yfp,1257.0608,10mM
empty,yfp,648.8461,10mM
empty,yfp,1099.1274,10mM
empty,yfp,715.64435,10mM
empty,yfp,1900.0995,10mM
empty,yfp,1685.4736,10mM
empty,yfp,885.68304,10mM
empty,yfp,1707.3646,10mM
empty,yfp,965.19385,10mM
empty,yfp,723.0526,10mM
empty,yfp,1748.7157,10mM
empty,yfp,1389.7526,10mM
empty,yfp,1842.7795,10mM
empty,yfp,838.0784,10mM
empty,yfp,712.1706,10mM
empty,yfp,840.81665,10mM
empty,yfp,553.179,10mM
empty,yfp,1000.2723,10mM
empty,yfp,1259.6232,10mM
empty,yfp,1191.9526,10mM
empty,yfp,1213.4879,10mM
empty,yfp,519.20953,10mM
empty,yfp,1225.3368,10mM
empty,yfp,1758.7028,10mM
empty,yfp,714.1492,10mM
empty,yfp,1813.064,10mM
empty,yfp,739.3515,10mM
empty,yfp,1914.799,10mM
empty,yfp,894.2527,10mM
empty,yfp,947.2713,10mM
empty,yfp,1929.1708,10mM
empty,yfp,1144.4717,10mM
empty,yfp,872.5074,10mM
empty,yfp,2173.1038,10mM
empty,yfp,1234.0333,10mM
empty,yfp,1542.5327,10mM
empty,yfp,1120.7,10mM
empty,yfp,1059.402,10mM
empty,yfp,1455.7546,10mM
empty,yfp,986.89624,10mM
empty,yfp,2438.6719,10mM
empty,yfp,788.0582,10mM
empty,yfp,856.67566,10mM
empty,yfp,1750.0432,10mM
empty,yfp,922.7366,10mM
empty,yfp,600.2783,10mM
empty,yfp,890.5023,10mM
empty,yfp,1117.5742,10mM
empty,yfp,1232.912,10mM
empty,yfp,854.4,10mM
empty,yfp,1226.5359,10mM
empty,yfp,1034.8986,10mM
empty,yfp,962.62695,10mM
empty,yfp,963.87756,10mM
empty,yfp,958.0676,10mM
empty,yfp,576.9792,10mM
empty,yfp,789.3402,10mM
empty,yfp,860.0922,10mM
empty,yfp,985.6338,10mM
empty,yfp,1073.8226,10mM
empty,yfp,2546.827,10mM
empty,yfp,969.88947,10mM
empty,yfp,1021.2258,10mM
empty,yfp,1329.1754,10mM
empty,yfp,934.4541,10mM
empty,yfp,926.92706,10mM
empty,yfp,1276.8872,10mM
empty,yfp,770.3493,10mM
empty,yfp,1259.1602,10mM
empty,yfp,1110.2316,10mM
empty,yfp,1059.554,10mM
empty,yfp,673.9353,10mM
empty,yfp,702.7633,10mM
empty,yfp,1147.2764,10mM
empty,yfp,1314.2626,10mM
empty,yfp,1151.5154,10mM
empty,yfp,1467.5519,10mM
empty,yfp,1535.6782,10mM
empty,yfp,1109.5101,10mM
empty,yfp,775.5184,10mM
empty,yfp,1493.686,10mM
empty,yfp,1142.2281,10mM
empty,yfp,980.32684,10mM
empty,yfp,788.89655,10mM
empty,yfp,923.63086,10mM
empty,yfp,1298.3427,10mM
empty,yfp,2189.995,10mM
empty,yfp,1151.7441,10mM
empty,yfp,933.8502,10mM
empty,yfp,1195.614,10mM
empty,yfp,926.66364,10mM
empty,yfp,842.2067,10mM
empty,yfp,954.1991,10mM
empty,yfp,1360.8146,10mM
empty,yfp,1201.385,10mM
empty,yfp,767.08295,10mM
empty,yfp,905.7909,10mM
empty,yfp,1127.536,10mM
empty,yfp,1194.5149,10mM
empty,yfp,1147.587,10mM
empty,yfp,2047.0563,10mM
empty,yfp,1323.4929,10mM
empty,yfp,1246.3538,10mM
empty,yfp,2128.9243,10mM
empty,yfp,1477.7463,10mM
empty,yfp,1513.1138,10mM
empty,yfp,1018.81903,10mM
empty,yfp,1287.92,10mM
empty,yfp,1069,10mM
empty,yfp,1805.2444,10mM
empty,yfp,1404.5088,10mM
empty,yfp,811.4643,10mM
empty,yfp,1311.9677,10mM
empty,yfp,2520.8801,10mM
empty,yfp,1717.9691,10mM
empty,yfp,894.44055,10mM
empty,yfp,929.4773,10mM
empty,yfp,1422.9788,10mM
empty,yfp,895.3257,10mM
empty,yfp,921.2279,10mM
empty,yfp,778.45984,10mM
empty,yfp,1188.157,10mM
empty,yfp,1092.9534,10mM
empty,yfp,985.4619,10mM
empty,yfp,981.0959,10mM
empty,yfp,767.4091,10mM
empty,yfp,1333.5983,10mM
empty,yfp,663.7401,10mM
empty,yfp,919.76447,10mM
empty,yfp,1471.6786,10mM
empty,yfp,1904.0164,10mM
empty,yfp,1799.1339,10mM
empty,yfp,1077.1772,10mM
empty,yfp,550.8937,10mM
empty,yfp,577.98645,10mM
empty,yfp,840.0929,10mM
empty,yfp,871.3347,10mM
empty,yfp,1683.6466,10mM
empty,yfp,938.06085,10mM
empty,yfp,1339.0444,10mM
empty,yfp,669.15576,10mM
empty,yfp,1054.7423,10mM
empty,yfp,788.5721,10mM
empty,yfp,1516.4419,10mM
empty,yfp,1085.3489,10mM
empty,yfp,1182.8008,10mM
empty,yfp,719.69366,10mM
empty,yfp,963.95,10mM
empty,yfp,742.57776,10mM
empty,yfp,1347.183,10mM
empty,yfp,786.58746,10mM
empty,yfp,1041.359,10mM
empty,yfp,1620.797,10mM
empty,yfp,1285.7489,10mM
empty,yfp,2309.9446,10mM
empty,yfp,1216.8092,10mM
empty,yfp,707.1947,10mM
empty,yfp,832.65,10mM
empty,yfp,850.24506,10mM
empty,yfp,883.0785,10mM
empty,yfp,1218.4711,10mM
empty,yfp,1746.966,10mM
empty,yfp,1045.0763,10mM
empty,yfp,589.6611,10mM
empty,yfp,1364.4597,10mM
empty,yfp,900.08777,10mM
empty,yfp,865.9148,10mM
empty,yfp,1140.0767,10mM
empty,yfp,1460.1174,10mM
empty,yfp,1667.8346,10mM
empty,yfp,1215.6936,10mM
empty,yfp,1115.4855,10mM
empty,yfp,1050.1825,10mM
empty,yfp,554.1387,10mM
empty,yfp,1643.6755,10mM
empty,yfp,850.55646,10mM
empty,yfp,1437.1713,10mM
empty,yfp,924.77905,10mM
empty,yfp,815.549,10mM
empty,yfp,1370.3556,10mM
empty,yfp,1830.8125,10mM
empty,yfp,1098.243,10mM
empty,yfp,1154.7428,10mM
empty,yfp,1884.4708,10mM
empty,yfp,855.38696,10mM
empty,yfp,2520.8765,10mM
empty,yfp,1223.1201,10mM
empty,yfp,966.9642,10mM
empty,yfp,894.6091,10mM
empty,yfp,1121.7306,10mM
empty,yfp,1245.3948,10mM
empty,yfp,1229.3232,10mM
empty,yfp,1011.88477,10mM
empty,yfp,1311.2776,10mM
empty,yfp,1029.4557,10mM
empty,yfp,1150.0977,10mM
empty,yfp,1160.7115,10mM
empty,yfp,1338.1473,10mM
empty,yfp,1708.0035,10mM
empty,yfp,1536.0116,10mM
empty,yfp,767.916,10mM
empty,yfp,776.9771,10mM
empty,yfp,1236.9062,10mM
empty,yfp,1143.7273,10mM
empty,yfp,1159.7196,10mM
empty,yfp,1110.6641,10mM
empty,yfp,1078.3369,10mM
empty,yfp,1463.1124,10mM
empty,yfp,1263.256,10mM
empty,yfp,1024.4568,10mM
empty,yfp,915.04364,10mM
empty,yfp,1198.7012,10mM
empty,yfp,760.2518,10mM
empty,yfp,1913.4877,10mM
empty,yfp,850.57666,10mM
empty,yfp,784.76227,10mM
empty,yfp,1179.4414,10mM
empty,yfp,1312.1774,10mM
empty,yfp,1360.9261,10mM
empty,yfp,1111.131,10mM
empty,yfp,873.17975,10mM
empty,yfp,1166.7446,10mM
empty,yfp,1046.9517,10mM
empty,yfp,1086.3629,10mM
empty,yfp,1590.292,10mM
empty,yfp,1479.5258,10mM
empty,yfp,1361.0293,10mM
empty,yfp,1422.281,10mM
empty,yfp,562.34076,10mM
empty,yfp,1770.674,10mM
empty,yfp,860.2073,10mM
empty,yfp,2089.0535,10mM
empty,yfp,1166.2183,10mM
empty,yfp,1451.6061,10mM
empty,yfp,1044.7965,10mM
empty,yfp,1211.5823,10mM
empty,yfp,1010.54,10mM
empty,yfp,1270.959,10mM
yoaI,yfp,848.8182,10mM
yoaI,yfp,1114.747,10mM
yoaI,yfp,755.4286,10mM
yoaI,yfp,550.8889,10mM
yoaI,yfp,1107.9886,10mM
yoaI,yfp,384.41757,10mM
yoaI,yfp,377.12857,10mM
yoaI,yfp,886.1519,10mM
yoaI,yfp,392.21054,10mM
yoaI,yfp,440.2553,10mM
yoaI,yfp,396.06317,10mM
yoaI,yfp,485.6979,10mM
yoaI,yfp,1419.5051,10mM
yoaI,yfp,381.43564,10mM
yoaI,yfp,887.1212,10mM
yoaI,yfp,826.06744,10mM
yoaI,yfp,398.1354,10mM
yoaI,yfp,1134.75,10mM
yoaI,yfp,849.48,10mM
yoaI,yfp,435.78912,10mM
yoaI,yfp,723.7547,10mM
yoaI,yfp,501.61865,10mM
yoaI,yfp,389.6422,10mM
yoaI,yfp,1096.9259,10mM
yoaI,yfp,964.4039,10mM
yoaI,yfp,886.24,10mM
yoaI,yfp,702.2155,10mM
yoaI,yfp,663.5263,10mM
yoaI,yfp,1303.7596,10mM
yoaI,yfp,495.47574,10mM
yoaI,yfp,1393.088,10mM
yoaI,yfp,780.64514,10mM
yoaI,yfp,721.6967,10mM
yoaI,yfp,867.00867,10mM
yoaI,yfp,739.1532,10mM
yoaI,yfp,651.14465,10mM
yoaI,yfp,903.54456,10mM
yoaI,yfp,1087.8385,10mM
yoaI,yfp,515.2569,10mM
yoaI,yfp,488.94736,10mM
yoaI,yfp,1382.3657,10mM
yoaI,yfp,1587.7891,10mM
yoaI,yfp,897.7913,10mM
yoaI,yfp,716.056,10mM
yoaI,yfp,830.8772,10mM
yoaI,yfp,809.38214,10mM
yoaI,yfp,1016.98505,10mM
yoaI,yfp,515.1773,10mM
yoaI,yfp,755.07874,10mM
yoaI,yfp,775.63477,10mM
yoaI,yfp,1122.9098,10mM
yoaI,yfp,533.70337,10mM
yoaI,yfp,599.96295,10mM
yoaI,yfp,1507.25,10mM
yoaI,yfp,373.5238,10mM
yoaI,yfp,898.45764,10mM
yoaI,yfp,495.52844,10mM
yoaI,yfp,564.30255,10mM
yoaI,yfp,1666.4198,10mM
yoaI,yfp,1035.229,10mM
yoaI,yfp,981.01666,10mM
yoaI,yfp,860.25,10mM
yoaI,yfp,846.0842,10mM
yoaI,yfp,776.8943,10mM
yoaI,yfp,1231.3604,10mM
yoaI,yfp,394.69525,10mM
yoaI,yfp,642.51166,10mM
yoaI,yfp,1221.1951,10mM
yoaI,yfp,715.8872,10mM
yoaI,yfp,423.04544,10mM
yoaI,yfp,580.2248,10mM
yoaI,yfp,1478,10mM
yoaI,yfp,511.99237,10mM
yoaI,yfp,458.50757,10mM
yoaI,yfp,961.507,10mM
yoaI,yfp,534.3603,10mM
yoaI,yfp,632.5753,10mM
yoaI,yfp,752.82996,10mM
yoaI,yfp,598.9885,10mM
yoaI,yfp,746.7107,10mM
yoaI,yfp,556.6449,10mM
yoaI,yfp,768.35626,10mM
yoaI,yfp,1264.0928,10mM
yoaI,yfp,634.2632,10mM
yoaI,yfp,466.92413,10mM
yoaI,yfp,442.91428,10mM
yoaI,yfp,829.14905,10mM
yoaI,yfp,529.9871,10mM
yoaI,yfp,959.2857,10mM
yoaI,yfp,486.34592,10mM
yoaI,yfp,1071.8595,10mM
yoaI,yfp,577.17645,10mM
yoaI,yfp,557.5577,10mM
yoaI,yfp,694.7325,10mM
yoaI,yfp,1077.9054,10mM
yoaI,yfp,524.6646,10mM
yoaI,yfp,532.3,10mM
yoaI,yfp,485.5105,10mM
yoaI,yfp,656.6954,10mM
yoaI,yfp,451.6138,10mM
yoaI,yfp,467.47098,10mM
yoaI,yfp,1084.7192,10mM
yoaI,yfp,850.53125,10mM
yoaI,yfp,651.69934,10mM
yoaI,yfp,610.2566,10mM
yoaI,yfp,764.1125,10mM
yoaI,yfp,824.8302,10mM
yoaI,yfp,377.48795,10mM
yoaI,yfp,1194.732,10mM
yoaI,yfp,432.4589,10mM
yoaI,yfp,1009.0216,10mM
yoaI,yfp,532.84,10mM
yoaI,yfp,490.21085,10mM
yoaI,yfp,1518.0684,10mM
yoaI,yfp,778.89746,10mM
yoaI,yfp,1323.7823,10mM
yoaI,yfp,440.9753,10mM
yoaI,yfp,707.6805,10mM
yoaI,yfp,581.85065,10mM
yoaI,yfp,536.6558,10mM
yoaI,yfp,696.0247,10mM
yoaI,yfp,427.0845,10mM
yoaI,yfp,1341.689,10mM
yoaI,yfp,805.2629,10mM
yoaI,yfp,1005.27374,10mM
yoaI,yfp,609.08386,10mM
yoaI,yfp,549.2828,10mM
yoaI,yfp,400.60785,10mM
yoaI,yfp,506.8161,10mM
yoaI,yfp,464.71606,10mM
yoaI,yfp,870.98285,10mM
yoaI,yfp,959.38556,10mM
yoaI,yfp,430.3212,10mM
yoaI,yfp,470.95093,10mM
yoaI,yfp,657.08936,10mM
yoaI,yfp,1128.4546,10mM
yoaI,yfp,564.1639,10mM
yoaI,yfp,515.1566,10mM
yoaI,yfp,427.9661,10mM
yoaI,yfp,393.46542,10mM
yoaI,yfp,494.50848,10mM
yoaI,yfp,740.8266,10mM
yoaI,yfp,998.88464,10mM
yoaI,yfp,1242.4681,10mM
yoaI,yfp,496.3314,10mM
yoaI,yfp,837.27905,10mM
yoaI,yfp,483.46448,10mM
yoaI,yfp,1175.5375,10mM
yoaI,yfp,593.6591,10mM
yoaI,yfp,954.68475,10mM
yoaI,yfp,642.60266,10mM
yoaI,yfp,630.5027,10mM
yoaI,yfp,670.26556,10mM
yoaI,yfp,443.8256,10mM
yoaI,yfp,491.05063,10mM
yoaI,yfp,392.11447,10mM
yoaI,yfp,995.07104,10mM
yoaI,yfp,772.382,10mM
yoaI,yfp,653.62335,10mM
yoaI,yfp,723.8994,10mM
yoaI,yfp,753.43933,10mM
yoaI,yfp,1102.0326,10mM
yoaI,yfp,460.12717,10mM
yoaI,yfp,634.88165,10mM
yoaI,yfp,488.9697,10mM
yoaI,yfp,1902.7542,10mM
yoaI,yfp,633.48224,10mM
yoaI,yfp,427.56805,10mM
yoaI,yfp,375.4682,10mM
yoaI,yfp,481.6946,10mM
yoaI,yfp,450.73126,10mM
yoaI,yfp,526.25134,10mM
yoaI,yfp,645.9209,10mM
yoaI,yfp,398.04733,10mM
yoaI,yfp,386.68527,10mM
yoaI,yfp,710.09644,10mM
yoaI,yfp,788.95605,10mM
yoaI,yfp,840.50415,10mM
yoaI,yfp,575.9235,10mM
yoaI,yfp,625.5455,10mM
yoaI,yfp,636.19025,10mM
yoaI,yfp,503.38068,10mM
yoaI,yfp,783.82776,10mM
yoaI,yfp,452.34637,10mM
yoaI,yfp,723.14355,10mM
yoaI,yfp,551.9326,10mM
yoaI,yfp,768.0986,10mM
yoaI,yfp,674.3614,10mM
yoaI,yfp,456.00967,10mM
yoaI,yfp,796.28107,10mM
yoaI,yfp,686.0428,10mM
yoaI,yfp,479.13846,10mM
yoaI,yfp,1037.8984,10mM
yoaI,yfp,757.7039,10mM
yoaI,yfp,756.20386,10mM
yoaI,yfp,1247.5024,10mM
yoaI,yfp,1072.5265,10mM
yoaI,yfp,670.8836,10mM
yoaI,yfp,773.62946,10mM
yoaI,yfp,628.948,10mM
yoaI,yfp,497.06122,10mM
yoaI,yfp,498.83334,10mM
yoaI,yfp,483.3389,10mM
yoaI,yfp,897.5213,10mM
yoaI,yfp,1160.9375,10mM
yoaI,yfp,780.39716,10mM
yoaI,yfp,646.05853,10mM
yoaI,yfp,578.0213,10mM
yoaI,yfp,917.85126,10mM
yoaI,yfp,458.5077,10mM
yoaI,yfp,971.75,10mM
yoaI,yfp,653.3073,10mM
yoaI,yfp,903.4072,10mM
yoaI,yfp,613.0565,10mM
yoaI,yfp,498.015,10mM
yoaI,yfp,962.092,10mM
yoaI,yfp,406.9602,10mM
yoaI,yfp,461.3315,10mM
yoaI,yfp,381.42438,10mM
yoaI,yfp,1141.4615,10mM
yoaI,yfp,461.82178,10mM
yoaI,yfp,671.3239,10mM
yoaI,yfp,597.4972,10mM
yoaI,yfp,702.81775,10mM
yoaI,yfp,452.035,10mM
yoaI,yfp,875.034,10mM
yoaI,yfp,559.799,10mM
yoaI,yfp,510.18518,10mM
yoaI,yfp,390.78378,10mM
yoaI,yfp,626.3333,10mM
yoaI,yfp,542.971,10mM
yoaI,yfp,504.83408,10mM
yoaI,yfp,378.7235,10mM
yoaI,yfp,535.8708,10mM
yoaI,yfp,419.64062,10mM
yoaI,yfp,421.6169,10mM
yoaI,yfp,677.789,10mM
yoaI,yfp,415.70047,10mM
yoaI,yfp,539.3768,10mM
yoaI,yfp,806.82587,10mM
yoaI,yfp,554.86285,10mM
yoaI,yfp,415.20398,10mM
yoaI,yfp,622.545,10mM
yoaI,yfp,680.45544,10mM
yoaI,yfp,426.9853,10mM
yoaI,yfp,451.87045,10mM
yoaI,yfp,706.3713,10mM
yoaI,yfp,449.5169,10mM
yoaI,yfp,581.7363,10mM
yoaI,yfp,428.7971,10mM
yoaI,yfp,718.8071,10mM
yoaI,yfp,412.63242,10mM
yoaI,yfp,418.38538,10mM
yoaI,yfp,394.0214,10mM
yoaI,yfp,566.00476,10mM
yoaI,yfp,1019.9676,10mM
yoaI,yfp,879.93695,10mM
yoaI,yfp,393.57144,10mM
yoaI,yfp,444.17062,10mM
yoaI,yfp,523.0146,10mM
yoaI,yfp,395.45663,10mM
yoaI,yfp,1424.8319,10mM
yoaI,yfp,575.35046,10mM
yoaI,yfp,441.4354,10mM
yoaI,yfp,915.07275,10mM
yoaI,yfp,1096.205,10mM
yoaI,yfp,984.6934,10mM
yoaI,yfp,563.6908,10mM
yoaI,yfp,623.80634,10mM
yoaI,yfp,632.69696,10mM
yoaI,yfp,625.4727,10mM
yoaI,yfp,429.87946,10mM
yoaI,yfp,514.9537,10mM
yoaI,yfp,443.3729,10mM
yoaI,yfp,643.8889,10mM
yoaI,yfp,531.28754,10mM
yoaI,yfp,700.2712,10mM
yoaI,yfp,1151.5238,10mM
yoaI,yfp,578.34375,10mM
yoaI,yfp,671.4936,10mM
yoaI,yfp,617.6233,10mM
yoaI,yfp,771.9095,10mM
yoaI,yfp,632.9914,10mM
yoaI,yfp,540.0354,10mM
yoaI,yfp,447.4673,10mM
yoaI,yfp,384.5841,10mM
yoaI,yfp,447.47534,10mM
yoaI,yfp,424.13553,10mM
yoaI,yfp,372.19684,10mM
yoaI,yfp,547.9717,10mM
yoaI,yfp,531.9394,10mM
yoaI,yfp,723.5108,10mM
yoaI,yfp,629.7733,10mM
yoaI,yfp,527.891,10mM
yoaI,yfp,1041.6082,10mM
yoaI,yfp,509.0543,10mM
yoaI,yfp,902.8522,10mM
yoaI,yfp,1035.3,10mM
yoaI,yfp,706.31494,10mM
yoaI,yfp,443.26852,10mM
yoaI,yfp,495.9701,10mM
yoaI,yfp,478.90735,10mM
yoaI,yfp,840.56604,10mM
yoaI,yfp,1048.313,10mM
yoaI,yfp,1259.428,10mM
yoaI,yfp,788.6578,10mM
yoaI,yfp,854.0464,10mM
yoaI,yfp,630.3,10mM
yoaI,yfp,584.73755,10mM
yoaI,yfp,821.839,10mM
yoaI,yfp,688.48303,10mM
yoaI,yfp,615.84436,10mM
yoaI,yfp,804.7956,10mM
yoaI,yfp,551.0085,10mM
yoaI,yfp,542.3827,10mM
yoaI,yfp,634.4141,10mM
yoaI,yfp,972.0511,10mM
yoaI,yfp,524.8502,10mM
yoaI,yfp,697.1628,10mM
yoaI,yfp,439.54044,10mM
yoaI,yfp,566.2252,10mM
yoaI,yfp,634.3319,10mM
yoaI,yfp,432.03818,10mM
yoaI,yfp,647.75964,10mM
yoaI,yfp,1221.738,10mM
yoaI,yfp,535.5081,10mM
yoaI,yfp,705.336,10mM
yoaI,yfp,529.30084,10mM
yoaI,yfp,672.71643,10mM
yoaI,yfp,447.91763,10mM
yoaI,yfp,489.5621,10mM
yoaI,yfp,527.239,10mM
yoaI,yfp,440.5887,10mM
yoaI,yfp,387.2008,10mM
yoaI,yfp,492.23737,10mM
yoaI,yfp,440.88608,10mM
yoaI,yfp,980.5513,10mM
yoaI,yfp,557.369,10mM
yoaI,yfp,486.0909,10mM
yoaI,yfp,464.89755,10mM
yoaI,yfp,589.2689,10mM
yoaI,yfp,451.9538,10mM
yoaI,yfp,608.8548,10mM
yoaI,yfp,773.6836,10mM
yoaI,yfp,455.1281,10mM
yoaI,yfp,1113.2852,10mM
